clip_identifier	TranscriptId	transcript	start_timestamp_ms	end_timestamp_ms	speaker_id	match_id	round
03hxmcfy_r02_s1_p000	transid-c1db300fdb77ca68-001669732466487	Frantic Housewives.	68045	70110	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p000	transid-741e621690411508-001669732467159	"Ah, oh man!"	70995	72182	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p000	transid-a017d4edbb289f4a-001669732467579	"Go ahead, you see, there should be a skip one,"	72635	75832	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p000	transid-dea87990d0dd79c6-001669732467964	a button that says skip.	76350	78003	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p000	transid-f2babf9042baa2e8-001669732468215		79185	79999	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p000	transid-9bd92ba1e9498522-001669732468592		79595	80000	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-2ebbcb3933162af3-001669724167473	Yeah.	0	650	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-797002736c240ffc-001669724168051		155	695	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-d9ccbbe567834eed-001669724168909	Describe the below without using the forbidden words in red.	1950	4970	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-315bd3a693fe53d1-001669724169120	Okay. If you were to	7404	9209	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-2c5e5202d82dd634-001669724169422	go to a 	11059	11855	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-4752f561f9233603-001669724169808		11875	13545	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-eaa25068b76ea809-001669724170088	about 	14099	15153	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-4fa594e9989d041f-001669724170458	We go to a web show	17360	18635	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-1b230f596c384fb1-001669724170806		18595	19355	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-e7381bd179f996ba-001669724171062		18655	19414	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-77a6afde0a89e941-001669724171320	If you were to go to a live show	21158	23415	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-1dbd3d780c7526eb-001669724171643	"Oh, okay. "	22724	23438	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-d82f450b0ef2f3c6-001669724171882	about	23903	24425	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-72376e5416440979-001669724172121		24445	25310	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-bf79e633dbb979fe-001669724172270	that is very dramatic.	25973	27609	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-e9d593cdc1de960a-001669724172572	It's described as one word.	28295	30215	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-20c9a730fea0e48c-001669724173015	It's a show	31925	33073	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-cbc25e41ede69256-001669724173507	that's very dramatic?	33533	35015	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-f76bb360ab02b7bf-001669724173907	It's a live show	34395	35770	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-ed6bfb8ca8b9c61e-001669724174170	that's very dramatic. It's all	36368	39210	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-dcdf8f4d426bd15f-001669724174428	uh Oh!	37725	38628	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-41a4d98ecb72942b-001669724174614		39230	39815	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-adb22e0f568fc38e-001669724174683	Like the theater? That kind of show?	40155	42450	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-72376e54164407ef-001669724174739	"Yes, you're getting closer."	43480	45795	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-14e431303655ce2f-001669724174805	It's a drama?	46085	47085	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-886f8b23ed24b41e-001669724174861	Uh no.	48122	49235	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-7eef2a5ebddd8b1c-001669724174925	"It's not a specific show, it's what this is called."	48985	51895	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-7e295c1895a722ec-001669724175164	Okay. All right.	49864	50864	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-0427f34eaf68a1e2-001669724175283	Oh man.	52085	52952	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-4752f561f9233063-001669724175400	It's what this kind of thing is called. It's somebody singing	53402	56472	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-ab34c07667fe6832-001669724175459	"Oh, is it an opera? "	56492	57794	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-cb42db5c49eb3a55-001669724175522	Yes.	58722	59477	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p001	transid-51df3a71aea8c8f1-001669724175575	Nice.	59457	60000	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p002	transid-5546dce64d2e7b70-001669639208945		0	1000	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p002	transid-08a2583a8894b25f-001669639210140	Okay. uh	2735	3868	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p002	transid-223561fdecb1bd5b-001669639210664	Think a 	6755	8155	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p002	transid-1259e1e499275b11-001669639211517	very hot geographic area from a long time ago	8560	13247	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p002	transid-15570deb8752e706-001669639212112	with	14082	15194	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p002	transid-9d30bde4bcbe70f2-001669639212739	angular buildings.	16565	18365	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p002	transid-afae60c0adbebc68-001669639213279	Oh! um Egypt. uh  	18385	20964	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p002	transid-a69fc8dd552b1d09-001669639213803	Pyramids. um	21390	23036	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p002	transid-38ebb64d366b6dfe-001669639214438	"Yeah, Egypt."	23728	24633	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p002	transid-137cbcd5d21714e8-001669639214964	Okay.	24653	25000	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p003	transid-bb7f99b572556022-001669377836048	Uh.	3040	3855	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p003	transid-2edaaedf4ee1fba7-001669377836225	What grows on the top	6652	9217	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p003	transid-cb8a6f7f301e7f7c-001669377836493	of a  person's cranio. 	10065	12958	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p003	transid-8aac875035b4b24e-001669377836835	"Oh, hair."	12854	13948	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p003	transid-5d0ffb586ec4c4d1-001669377837001	Yes.	14949	15468	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p003	transid-b20266a1fe75c91a-001669377837163	Yeah.	15488	16000	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p004	transid-e0f72510427dad89-001669299833019	uh	3200	4070	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p004	transid-1afc04199a3c10ed-001669299833272	The thing that knights 	4916	7315	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p004	transid-25f099522c9b6898-001669299833503	use.	8447	9276	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p004	transid-6c0e9d3a29a4364d-001669299833994	"armor, uh swords"	10447	14009	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p004	transid-479d2930fe4376ee-001669299834735	no	11998	12674	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p004	transid-8ddfe6937c900aef-001669299835282	yes	14478	14959	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p004	transid-20c557339b8d68e3-001669299835585	okay	15000	16000	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-e1be2c34fe4b6466-001669290895029	uh	3810	4810	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-c1b9bdc8fa614fe6-001669290895413	a very famous singer from the UK with a band of 	5893	14965	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-633817f023907d52-001669290896020		15365	15735	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-f8c2f4b1332abc9f-001669290896481	guys who are unbelievable famous	15754	19715	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-188e3da3dfdf48fd-001669290896924	"BEatles, the Beatles"	19835	21480	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-4c6e8828468bde8d-001669290897552	yeah	22420	22930	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-c0c70e22699d9e9a-001669290898049	nice	23145	23755	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-34ce6547ac5a1f6f-001669290898246	"or but this is like, this is the guy specifically"	23925	26615	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-a2c7d139dae2c100-001669290898342	"Oh uh let's see. John Lennon, Paul Mcartney"	26765	30425	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-e5866aa26d0c8b06-001669290898618	the first one	31660	32470	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p005	transid-873c24662f19acc5-001669290898801	John Lennon	32580	33580	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-96dcbe8373037ff0-001669230602887	"Okay, an extremely "	3115	4865	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-2792f4034d5d5f9c-001669230603980	almost ostentatiously handsome male 	6040	9470	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-da6aa3d4b9782d69-001669230604382	"person who is in movies, "	11084	13635	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-6fe0880640d31b66-001669230604956	who is a action hero most of the time. 	15798	20400	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-ffc78636385a2b8e-001669230605527	Oh uh The Rock	20400	22515	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-71d4180a018e93a3-001669230605968	No	23433	23760	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-8c370fd6dd91ef6a-001669230606389	No uh	23770	25100	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-2317af1f28ba4c30-001669230606628	Think	25120	25340	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-9b130ce9392c0326-001669230606867	"Current, is he current?"	27540	29365	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-984993a4d9c80432-001669230607108	Er ish	30225	32085	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-621bd79a987075b5-001669230607678	"Okay, oh man. "	31575	32880	Speaker0	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-33bd507746b1cddb-001669230608430	His last name is what you find in the core of a uh peach or any other 	33650	43595	Speaker1	03hxmcfy	r02
03hxmcfy_r02_s1_p007	transid-68009e7426b94fff-001669230608903	Oh Brad Pitt	43585	44715	Speaker0	03hxmcfy	r02
03hxmcfy_r03_s1_p000	transid-141f080d1827db53-001669229615909	Okay 	6845	7635	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p000	transid-8ec90fba4a78239c-001669229616506	um 	7882	8595	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p000	transid-c1c44925687180ff-001669229617018	so this 	9890	13330	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p000	transid-70aeb35e535574a9-001669229618199	This is um something that you might	16778	20724	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p000	transid-9962e7055a1a9682-001669229619351	Okay it's something that you might	21463	23799	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p000	transid-c76d63d008f5ce1b-001669229619896	You people you climb up a ladder and then you um	25930	32145	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p000	transid-5237362b7998d84d-001669229620112	Oh gosh you can't say that.	34300	36125	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p000	transid-7bc639319ae0c792-001669229620324	um	36945	37500	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p000	transid-af5d795adfdad6cc-001669229620579	It's the thing that you might   	38030	41265	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p000	transid-7d68687797012bb8-001669229621267	"Oh I can't even say that, that thing."	43500	46120	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p000	transid-7fa51fbdc5cdcabc-001669229621955	Alright. I'm gonna skip this one. That's crazy.	47290	49960	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-0e173161d1a6cf97-001669193847749	Okay. 	1575	2169	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-1d3c2388efe71f9f-001669193848585		2090	3449	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-7d01133c1583f582-001669193849158	"All right. So, this is"	3260	6217	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-053962d290397a9a-001669193852123	the um	6650	7926	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-e8ecd6657f2f641b-001669193853371	the study of um It's the It's a	9030	13471	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-0ee0d9c1c1661999-001669193854040	the the the study of the area that's way above the Earth.	14330	21153	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-655fa26faad9b18f-001669193855928	That involves other um	22443	24657	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-bec6e816399e9924-001669193856683	"Oh, uh"	24625	25363	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-25abe140e75a2ade-001669193857454	things that are out there.	25169	26703	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-de212aaf3d44dce2-001669193858137	Astronomy?	26230	27233	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p002	transid-6748684377455630-001669193858440	Yes!	27060	27778	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-9d0920a8744d5223-001669026304908	Yeah.	1678	2265	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-de5c82a653906c43-001669026305598	"Okay, um."	2642	4370	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-17189ab6eaa274a4-001669026306448	All right.	11268	12370	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-ce3ec4a45caead98-001669026306684	"This uh, if somebody breaks out of jail,"	12917	16926	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-17189ab6eaa273bd-001669026306920	"this is uh, the verb"	18391	21085	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-a0a49031ae0c555b-001669026307601	"that this is a verb um, that they if they"	21387	24900	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-32c361d214639804-001669026307930	It breaks out of	24367	25325	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-fb123c084556c461-001669026308170	"Yeah, if they break out of jail, or if they break out of like, some sort of containment um, a prisoner"	25595	31083	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-049b1740b2524f7e-001669026308735	Breaks out of jail?	27442	28753	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-d60538e08cfc16cb-001669026309056	has	31557	32450	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-ce3ec4a45caead2e-001669026310559		34520	34955	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-986eb3ae0ddde34c-001669026311166	Yeah.	35000	35670	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-72dd0ed54c931cce-001669021640488	Escaped.	320	1150	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p003	transid-a8416d972b20f64f-001669021641362	Yes.	980	1725	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-c51ca29c239f3b19-001669021642312	"Good. All right, um"	3510	5429	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-0d87009e2046965f-001669021642809		4860	5425	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-518e4afde29a1d2f-001669021643047	Sweet.	5445	5836	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-d04a1af16804aed7-001669021643503	Let's see.	6886	7716	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-803100778a2e433e-001669021644090	All right.	10851	11876	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-93625f46dcf47f97-001669021644646	And	13999	15380	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-d8379fe51feb9705-001669021644906	um	18880	19519	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-72dd0ed54c9319b7-001669021646679	Oh gosh.	24335	25250	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-c16cd58d1d644349-001669021646890	This is	25215	25740	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-25b487ed4d05d030-001669021647258	"Yeah, it Yeah, let's see"	26600	28790	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-872187bca76d9b62-001669021647773		28810	29540	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-47421d6613d58149-001669021649024	"Oh okay, all right. So, this is um uh when somebody is uh laying in bed resting and they make a loud kind of an ongoing noise."	31046	44323	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-93625f46dcf4710e-001669021650180	While they're in bed resting.	47378	48880	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-b5bc8bd7bff33a44-001669021650717	Snoring? Snore?	50723	51823	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-a763ed8bc6d505dc-001669021650928	Yeah. Mhm.	51343	52525	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-dd13a672b9137b19-001669744198207	Snoring or snore or?	565	3152	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-2866e845b4d2202c-001669744198342	"Yeah, yeah, we got it."	1640	3535	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-7c52b2591f20bab6-001669744198613	It was snore. Okay.	4050	5390	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p004	transid-8afa4fb280f36f8a-001669744198751	That's it.	4795	5500	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p005	transid-a4524616454b09be-001669744199008	"Um,"	6045	6845	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p005	transid-3d63960cc7a0673a-001669744199260		6055	6630	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p005	transid-b24a1a8e14abfa05-001669744200091	woah.	7450	8930	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p005	transid-9a3a058f5d511e1c-001669744200430	I'm gonna skip	14430	15000	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p006	transid-7ea8d04705a0ff55-001669742448302	"this. What? All right, all right, so."	0	3760	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p006	transid-0c93e860ec70ee4d-001669742448501	What?	3974	4535	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p006	transid-be1e1506a668b7a6-001669742448710	"Uh, this uh, this young man"	4415	7655	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p006	transid-472e20708c60cf71-001669742448972	"um, is a very well-known singer,"	10642	15270	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p006	transid-49516f3057233607-001669742449096	"who was kind of a heart-throb. Hm, he, I mean, he's still active, but like 10 years ago, like, all of the girls were crazy about this guy."	15605	24265	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p006	transid-f25e0c17ec7bd6fa-001669742449305	Okay.	20975	21575	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p006	transid-909f8d31aad44b02-001669742449414	Bon Jovi? Justin Bieber?	28125	29805	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p006	transid-fb00818941a0c6e2-001669742449477	"Yes, yeah. It was Justin Bieber."	29680	31920	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p006	transid-0cbf147b27c57a11-001669742449601		30250	30850	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p007	transid-20f73b68e39db1d4-001669654346426	Okay.	1765	2530	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p007	transid-4a788ba74d3f1683-001669654347050	"Um, yeah. So, if you're going to have"	3090	6300	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p007	transid-eef593f983666d77-001669654348089	"Uh, it's all I've got."	5204	7100	Speaker0	03hxmcfy	r03
03hxmcfy_r03_s1_p007	transid-a5351cecd8a07e17-001669654348908	"Yeah, we're good."	9389	10125	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p007	transid-0650a916099f1ecc-001669654349926	"So, um."	10684	11715	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p007	transid-1ad9ad3313b7b9e5-001669654350561	"Uh, sometimes this is This is something that might be balanced Uh, you might have a couple of these balanced on top of a pile of spaghetti."	13630	20490	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p007	transid-b37eec39d0d58b41-001669654351078	"Uh, it's a"	24085	24785	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p007	transid-3342e48d7716748c-001669654351595	common Yeah. That's right.	25250	27435	Speaker1	03hxmcfy	r03
03hxmcfy_r03_s1_p007	transid-1510e3c9bc3edf04-001669654352117	Meatballs.	25505	26280	Speaker0	03hxmcfy	r03
03hxmcfy_r04_s1_p000	transid-cb1ed883d9e64d9b-001669473622952	Uh	2825	3690	Speaker0	03hxmcfy	r04
03hxmcfy_r04_s1_p000	transid-982ffae88c19de4c-001669473624542	"So, a"	4533	5413	Speaker0	03hxmcfy	r04
03hxmcfy_r04_s1_p000	transid-b7a9ba6673afbe59-001669473625398	black bird perched on a small branch with a very red face. It's facing to the right with a blurred	6045	13000	Speaker0	03hxmcfy	r04
03hxmcfy_r04_s1_p001	transid-803a1eafe408442f-001669470329418	Three gray back row.	0	1155	Speaker1	03hxmcfy	r04
03hxmcfy_r04_s1_p001	transid-6a4a7b3a7886eec0-001669470330582	Got it.	1050	1560	Speaker0	03hxmcfy	r04
03hxmcfy_r04_s1_p001	transid-ac6b5aa576120c88-001669470331510	A 	3195	4000	Speaker1	03hxmcfy	r04
03hxmcfy_r04_s1_p001	transid-0c44079b8d433800-001669470332061	fluffy black dog with brown spots and a white muzzle.	5035	9380	Speaker1	03hxmcfy	r04
03hxmcfy_r04_s1_p001	transid-67f37c2fd76dc8bf-001669470334501	Facing to the left	10415	11775	Speaker1	03hxmcfy	r04
03hxmcfy_r04_s1_p001	transid-9ba031862e2540d3-001669470335060	"with orange flowers in front of it,"	12405	14485	Speaker1	03hxmcfy	r04
03hxmcfy_r04_s1_p001	transid-c24482e3355a94e4-001669470335645	and also in front of it a brick	15040	17000	Speaker1	03hxmcfy	r04
03hxmcfy_r04_s1_p002	transid-822aac77f7f89d67-001669300740797	Got it.	625	1140	Speaker1	03hxmcfy	r04
03hxmcfy_r04_s1_p002	transid-6291bfcb0eb60bf8-001669300741293		815	1985	Speaker0	03hxmcfy	r04
03hxmcfy_r04_s1_p002	transid-08d486f8edc38b2e-001669300741613	Yeah.	2715	3370	Speaker1	03hxmcfy	r04
03hxmcfy_r04_s1_p002	transid-00422a37ffbeb3e2-001669300741765	and	3423	4245	Speaker0	03hxmcfy	r04
03hxmcfy_r04_s1_p002	transid-09720ce08153e940-001669300742215	"white circular plate with some kind of thick pasta, shrimp, mushrooms, little bit of green. "	4724	10695	Speaker0	03hxmcfy	r04
03hxmcfy_r04_s1_p002	transid-4cc1cb7148c4fdd6-001669300742785	To the left 	12332	13340	Speaker0	03hxmcfy	r04
03hxmcfy_r04_s1_p002	transid-166113709f7886bf-001669300743058	"you can see it's on a wooden table, but a very small bowl full of green chives and a weird"	13885	21000	Speaker0	03hxmcfy	r04
